 ,x,1 (img_000000000_Default_000.tif),2 (img_000000001_Default_000.tif),3 (img_000000002_Default_000.tif),4 (img_000000003_Default_000.tif),5 (img_000000004_Default_000.tif),6 (img_000000005_Default_000.tif),7 (img_000000006_Default_000.tif),8 (img_000000007_Default_000.tif),9 (img_000000008_Default_000.tif),10 (img_000000009_Default_000.tif),11 (img_000000010_Default_000.tif),12 (img_000000011_Default_000.tif),13 (img_000000012_Default_000.tif),14 (img_000000013_Default_000.tif),15 (img_000000014_Default_000.tif),16 (img_000000015_Default_000.tif),17 (img_000000016_Default_000.tif),18 (img_000000017_Default_000.tif),19 (img_000000018_Default_000.tif),20 (img_000000019_Default_000.tif),21 (img_000000020_Default_000.tif),22 (img_000000021_Default_000.tif),23 (img_000000022_Default_000.tif),24 (img_000000023_Default_000.tif),25 (img_000000024_Default_000.tif),26 (img_000000025_Default_000.tif),27 (img_000000026_Default_000.tif),28 (img_000000027_Default_000.tif),29 (img_000000028_Default_000.tif),30 (img_000000029_Default_000.tif),31 (img_000000030_Default_000.tif),32 (img_000000031_Default_000.tif),33 (img_000000032_Default_000.tif),34 (img_000000033_Default_000.tif),35 (img_000000034_Default_000.tif),36 (img_000000035_Default_000.tif),37 (img_000000036_Default_000.tif),38 (img_000000037_Default_000.tif),39 (img_000000038_Default_000.tif),40 (img_000000039_Default_000.tif),41 (img_000000040_Default_000.tif),42 (img_000000041_Default_000.tif),43 (img_000000042_Default_000.tif),44 (img_000000043_Default_000.tif),45 (img_000000044_Default_000.tif),46 (img_000000045_Default_000.tif),47 (img_000000046_Default_000.tif),48 (img_000000047_Default_000.tif),49 (img_000000048_Default_000.tif),50 (img_000000049_Default_000.tif),51 (img_000000050_Default_000.tif),52 (img_000000051_Default_000.tif),53 (img_000000052_Default_000.tif),54 (img_000000053_Default_000.tif),55 (img_000000054_Default_000.tif),56 (img_000000055_Default_000.tif),57 (img_000000056_Default_000.tif),58 (img_000000057_Default_000.tif),59 (img_000000058_Default_000.tif),60 (img_000000059_Default_000.tif),61 (img_000000060_Default_000.tif),62 (img_000000061_Default_000.tif),63 (img_000000062_Default_000.tif),64 (img_000000063_Default_000.tif),65 (img_000000064_Default_000.tif),66 (img_000000065_Default_000.tif),67 (img_000000066_Default_000.tif),68 (img_000000067_Default_000.tif),69 (img_000000068_Default_000.tif),70 (img_000000069_Default_000.tif),71 (img_000000070_Default_000.tif),72 (img_000000071_Default_000.tif),73 (img_000000072_Default_000.tif),74 (img_000000073_Default_000.tif),75 (img_000000074_Default_000.tif),76 (img_000000075_Default_000.tif),77 (img_000000076_Default_000.tif),78 (img_000000077_Default_000.tif),79 (img_000000078_Default_000.tif),80 (img_000000079_Default_000.tif),81 (img_000000080_Default_000.tif),82 (img_000000081_Default_000.tif),83 (img_000000082_Default_000.tif),84 (img_000000083_Default_000.tif),85 (img_000000084_Default_000.tif),86 (img_000000085_Default_000.tif),87 (img_000000086_Default_000.tif),88 (img_000000087_Default_000.tif),89 (img_000000088_Default_000.tif),90 (img_000000089_Default_000.tif),91 (img_000000090_Default_000.tif),92 (img_000000091_Default_000.tif),93 (img_000000092_Default_000.tif),94 (img_000000093_Default_000.tif),95 (img_000000094_Default_000.tif),96 (img_000000095_Default_000.tif),97 (img_000000096_Default_000.tif),98 (img_000000097_Default_000.tif),99 (img_000000098_Default_000.tif),100 (img_000000099_Default_000.tif),101 (img_000000100_Default_000.tif),102 (img_000000101_Default_000.tif),103 (img_000000102_Default_000.tif),104 (img_000000103_Default_000.tif),105 (img_000000104_Default_000.tif),106 (img_000000105_Default_000.tif),107 (img_000000106_Default_000.tif),108 (img_000000107_Default_000.tif),109 (img_000000108_Default_000.tif),110 (img_000000109_Default_000.tif),111 (img_000000110_Default_000.tif),112 (img_000000111_Default_000.tif),113 (img_000000112_Default_000.tif),114 (img_000000113_Default_000.tif),115 (img_000000114_Default_000.tif),116 (img_000000115_Default_000.tif),117 (img_000000116_Default_000.tif),118 (img_000000117_Default_000.tif),119 (img_000000118_Default_000.tif),120 (img_000000119_Default_000.tif),121 (img_000000120_Default_000.tif),122 (img_000000121_Default_000.tif),123 (img_000000122_Default_000.tif),124 (img_000000123_Default_000.tif),125 (img_000000124_Default_000.tif),126 (img_000000125_Default_000.tif),127 (img_000000126_Default_000.tif),128 (img_000000127_Default_000.tif),129 (img_000000128_Default_000.tif),130 (img_000000129_Default_000.tif),131 (img_000000130_Default_000.tif),132 (img_000000131_Default_000.tif),133 (img_000000132_Default_000.tif),134 (img_000000133_Default_000.tif),135 (img_000000134_Default_000.tif),136 (img_000000135_Default_000.tif),137 (img_000000136_Default_000.tif),138 (img_000000137_Default_000.tif),139 (img_000000138_Default_000.tif),140 (img_000000139_Default_000.tif),141 (img_000000140_Default_000.tif),142 (img_000000141_Default_000.tif),143 (img_000000142_Default_000.tif),144 (img_000000143_Default_000.tif),145 (img_000000144_Default_000.tif),146 (img_000000145_Default_000.tif),147 (img_000000146_Default_000.tif),148 (img_000000147_Default_000.tif),149 (img_000000148_Default_000.tif),150 (img_000000149_Default_000.tif),151 (img_000000150_Default_000.tif)
439,438,19355.448,19954.843,19507.789,19189.907,19274.106,18896.121,19151.956,20126.919,20056.349,19019.457,18728.579,18232.685,19350.662,19461.221,18697.277,18349.546,18500.072,18447.993,17690.124,17872.193,18077.821,18872.062,19122.763,19079.495,18700.575,18989.628,18453.741,18509.298,17816.109,18363.683,19273.032,18061.493,17418.346,16971.342,17953.376,18098.777,17334.355,20776.350,18465.997,17751.127,18241.876,18038.278,19176.494,18630.018,18761.229,19411.481,18893.166,19330.283,18668.693,18590.233,18801.508,19601.473,20006.171,20095.444,20093.230,19024.945,18876.085,18640.727,19779.984,21096.278,22158.685,23113.252,21531.288,20415.002,21154.538,21781.798,21554.922,19723.223,20176.532,19897.730,20076.534,20338.966,21240.817,21080.018,21326.558,20475.812,21946.346,21603.087,20078.171,19842.449,20442.571,20096.252,20098.265,19790.825,20232.329,20458.294,21146.856,20566.188,19925.050,19882.585,19341.249,20273.802,20087.255,20798.410,21341.147,21234.683,21241.830,20949.095,20943.776,21737.066,21051.026,20639.249,21878.046,21849.295,21023.817,20500.072,21602.070,20869.923,21298.629,21758.560,20568.519,20882.504,20851.542,20160.502,20256.215,21151.005,20448.087,20367.030,21268.686,21262.736,20869.478,20635.714,21740.029,21256.695,21100.097,20939.097,21530.588,21838.131,21018.820,20641.964,21105.897,20292.317,20825.259,20410.916,20633.982,20367.237,21069.571,20668.254,20323.532,20201.875,20120.634,20139.296,21126.234,20329.209,20630.474,20610.044,21769.019,21400.433,21292.475,21111.193,22189.781
440,439,19290.883,19904.890,19549.351,19198.821,19247.436,18853.363,19210.599,20159.066,20054.566,19066.575,18690.297,18279.921,19288.853,19360.014,18665.685,18397.292,18486.406,18438.351,17735.513,17788.405,18014.121,18880.971,19117.745,19070.786,18661.606,18979.861,18394.612,18491.329,17806.062,18375.584,19299.731,18020.511,17392.942,16994.496,17926.812,18110.365,17347.084,20712.759,18461.863,17770.316,18267.561,18049.432,19156.931,18658.045,18725.024,19414.176,18853.269,19317.781,18706.086,18613.244,18797.486,19645.611,20034.031,20072.695,20117.826,18995.751,18930.539,18659.475,19832.749,21108.412,22121.379,23099.968,21520.178,20433.117,21175.191,21779.539,21554.641,19706.969,20201.010,19978.798,20062.927,20360.809,21280.998,21047.061,21310.421,20451.084,21966.420,21591.071,20073.193,19850.288,20445.641,20090.839,20109.768,19757.368,20264.541,20469.949,21160.835,20569.576,19929.129,19898.251,19360.745,20287.571,20106.326,20865.738,21359.730,21231.779,21243.727,20968.341,20973.106,21759.594,21062.756,20688.364,21892.726,21864.446,21055.326,20485.095,21666.655,20898.640,21343.486,21754.952,20571.021,20867.283,20875.490,20181.253,20235.302,21162.115,20499.133,20398.174,21247.932,21237.135,20898.815,20607.615,21769.660,21273.765,21127.183,20967.952,21521.723,21810.816,21071.153,20669.519,21118.670,20282.782,20813.849,20417.920,20655.898,20359.188,21081.566,20681.429,20355.161,20246.879,20120.774,20130.703,21157.873,20316.233,20601.651,20582.556,21817.951,21447.346,21236.160,21131.909,22185.533
441,440,19259.612,19876.768,19579.747,19235.512,19228.593,18862.456,19301.274,20222.419,20075.650,19156.043,18685.256,18385.134,19258.255,19311.970,18644.435,18492.050,18508.962,18486.195,17765.665,17705.239,18010.605,18891.683,19112.735,19043.440,18689.086,18983.502,18387.192,18455.878,17832.678,18362.842,19284.009,18018.509,17409.807,17051.028,17939.917,18103.295,17362.348,20703.226,18457.063,17792.550,18292.615,18093.485,19169.248,18685.992,18687.312,19414.113,18810.634,19333.973,18721.778,18658.567,18767.752,19655.363,20016.267,20042.427,20171.478,18964.081,18989.551,18663.597,19890.155,21107.695,22117.037,23092.324,21506.230,20451.204,21210.888,21770.300,21541.144,19696.648,20224.224,20003.173,20078.323,20356.448,21328.861,21037.860,21309.091,20416.451,21977.218,21584.716,20057.384,19838.930,20451.797,20069.164,20124.380,19788.646,20294.667,20486.996,21195.510,20591.323,19911.021,19922.406,19399.699,20241.663,20112.283,20874.086,21392.142,21195.113,21242.506,20991.938,20948.510,21755.495,21063.987,20763.805,21956.883,21882.430,21034.354,20444.380,21669.334,20883.507,21335.897,21764.962,20589.208,20820.206,20822.941,20205.916,20229.385,21137.756,20546.279,20387.301,21186.696,21197.002,20888.998,20608.647,21755.581,21270.274,21136.342,20998.313,21531.592,21795.796,21099.176,20708.006,21126.877,20285.638,20849.983,20438.574,20619.339,20345.457,21111.049,20705.293,20415.082,20225.120,20122.797,20136.908,21152.273,20318.798,20557.332,20563.218,21766.098,21437.517,21256.350,21143.794,22173.869
442,441,19230.527,19851.113,19602.946,19291.013,19201.156,18813.250,19392.502,20226.099,20103.975,19257.935,18691.803,18440.383,19262.182,19239.746,18617.303,18539.947,18515.354,18544.495,17836.759,17649.186,18048.522,18853.482,19057.051,19034.813,18708.609,18966.118,18349.300,18408.621,17871.265,18373.075,19294.687,18018.087,17406.798,17071.061,17945.895,18130.952,17380.839,20690.676,18450.082,17829.050,18321.397,18135.468,19157.347,18658.805,18675.556,19429.276,18772.201,19355.256,18737.813,18671.350,18750.102,19680.426,20009.377,19989.788,20159.959,18947.903,19066.492,18645.325,19916.643,21105.126,22115.536,23072.620,21503.436,20458.513,21232.785,21794.266,21538.593,19703.789,20221.585,20087.061,20048.502,20369.564,21334.366,21040.075,21323.260,20423.583,21985.630,21575.541,20030.684,19844.856,20440.209,20118.949,20148.512,19817.807,20338.093,20470.113,21250.756,20558.451,19953.322,19952.778,19469.760,20280.323,20148.602,20899.431,21396.790,21197.412,21233.901,20971.022,20929.821,21752.363,21063.978,20779.556,22000.569,21882.208,21072.222,20423.190,21701.380,20880.641,21379.794,21796.773,20585.135,20810.804,20818.675,20240.240,20225.384,21139.055,20584.558,20388.484,21180.885,21150.708,20884.863,20623.774,21758.019,21282.438,21168.461,21038.124,21540.396,21781.168,21107.717,20731.215,21125.671,20266.268,20866.012,20479.437,20626.165,20342.741,21107.049,20710.007,20445.023,20227.779,20151.611,20158.198,21168.628,20294.516,20541.810,20576.682,21768.200,21413.417,21247.562,21120.855,22160.172
443,442,19235.853,19806.605,19606.284,19323.676,19184.124,18847.657,19464.052,20198.458,20196.691,19363.422,18705.069,18514.500,19293.358,19223.361,18612.230,18620.031,18533.638,18620.079,17910.487,17657.281,18096.779,18866.084,19004.518,19006.875,18790.334,18991.232,18346.172,18398.904,17924.134,18370.917,19304.837,18060.726,17368.490,17110.728,17965.543,18144.154,17389.012,20650.782,18443.319,17858.689,18352.059,18223.098,19161.550,18647.408,18657.825,19419.167,18748.167,19405.325,18790.628,18684.445,18747.298,19707.487,20011.875,20019.180,20134.074,18922.140,19107.896,18666.020,19956.917,21098.719,22085.750,23062.876,21509.228,20468.089,21248.788,21800.293,21524.442,19676.982,20281.392,20153.734,20079.966,20375.623,21385.761,21028.426,21340.852,20382.966,22020.020,21559.862,20017.295,19823.244,20423.554,20090.609,20190.520,19854.364,20363.266,20472.639,21309.726,20518.130,19968.876,19952.917,19469.793,20303.538,20162.646,20931.308,21384.984,21217.368,21208.205,20963.719,20872.149,21736.628,21052.872,20811.427,22035.773,21955.809,21066.192,20395.531,21719.779,20913.212,21433.542,21793.313,20631.808,20772.878,20790.273,20223.263,20221.772,21144.008,20622.794,20442.907,21162.474,21143.561,20880.337,20642.036,21772.776,21302.006,21145.488,21082.927,21522.669,21761.869,21108.152,20743.627,21131.444,20297.052,20882.528,20490.678,20623.285,20354.328,21129.359,20702.420,20466.164,20234.021,20204.464,20211.214,21162.481,20303.254,20558.127,20555.378,21726.342,21422.703,21280.190,21102.228,22158.491
444,443,19250.159,19846.740,19643.026,19394.878,19185.714,18893.486,19524.439,20188.103,20256.158,19484.898,18762.427,18575.098,19319.900,19226.251,18577.451,18642.531,18557.723,18650.348,17995.787,17667.637,18179.860,18933.479,18961.186,18982.129,18858.881,19001.583,18372.436,18384.259,17973.025,18402.554,19331.709,18113.236,17350.092,17112.153,17990.484,18180.904,17408.082,20664.753,18455.502,17874.256,18388.071,18294.631,19179.316,18642.280,18678.756,19443.758,18708.454,19425.209,18832.704,18693.106,18759.084,19691.362,19990.583,20014.502,20136.507,18896.664,19146.461,18651.629,19996.755,21097.737,22110.971,23030.362,21515.839,20478.545,21272.443,21816.305,21532.471,19687.964,20323.145,20214.967,20089.723,20448.593,21427.821,21040.893,21315.110,20414.716,22025.692,21591.797,20019.701,19840.897,20452.258,20116.270,20283.284,19888.863,20410.964,20472.714,21356.744,20516.204,20008.724,19928.474,19523.793,20348.432,20144.844,20946.688,21399.181,21243.958,21245.783,20953.549,20883.298,21757.494,21021.709,20821.219,22052.314,21981.256,21064.888,20382.856,21761.436,20918.553,21464.914,21797.459,20657.028,20764.511,20772.258,20233.960,20190.886,21132.149,20634.956,20480.902,21187.847,21121.336,20865.266,20641.429,21761.446,21300.296,21180.130,21138.288,21517.211,21743.870,21128.964,20790.943,21181.354,20280.830,20847.458,20521.008,20637.604,20374.192,21127.958,20713.560,20470.736,20297.017,20202.675,20219.037,21190.087,20273.160,20527.382,20571.829,21705.880,21428.257,21313.958,21072.853,22168.380
445,444,19287.314,19830.470,19674.996,19437.450,19136.092,18932.735,19533.152,20168.119,20327.247,19622.771,18778.194,18611.521,19362.723,19237.586,18586.899,18652.255,18608.807,18648.981,18108.138,17667.631,18308.687,19018.695,18895.558,18924.628,18882.778,18999.484,18414.083,18410.782,18009.326,18423.240,19324.413,18127.478,17384.138,17137.653,17985.092,18188.064,17413.173,20669.994,18453.267,17892.452,18350.012,18356.897,19175.484,18606.110,18711.689,19445.215,18656.003,19487.878,18852.585,18712.572,18744.286,19667.978,19990.726,20019.211,20150.827,18908.461,19185.629,18648.941,20044.593,21052.842,22112.290,23007.478,21521.926,20481.825,21301.325,21822.152,21491.934,19703.616,20391.556,20284.169,20091.634,20499.733,21475.080,21073.724,21325.522,20449.531,22047.175,21585.644,20019.019,19807.901,20449.736,20115.090,20316.828,19936.960,20409.044,20475.492,21405.171,20511.048,20050.021,19902.221,19555.065,20399.431,20162.870,20939.070,21406.440,21240.603,21272.842,20968.622,20871.122,21768.601,21006.573,20829.624,22029.871,22060.409,21116.036,20340.943,21761.851,20929.542,21510.947,21791.460,20679.814,20752.044,20731.950,20269.085,20197.076,21084.336,20660.787,20490.178,21184.792,21139.659,20814.245,20650.069,21753.308,21292.439,21184.630,21208.037,21496.651,21752.978,21136.035,20780.500,21201.207,20268.887,20859.498,20510.242,20615.524,20379.011,21150.154,20736.700,20489.277,20318.844,20230.971,20242.566,21188.055,20298.967,20527.420,20589.678,21728.179,21402.368,21296.118,21092.728,22149.585
446,445,19338.220,19886.218,19756.498,19512.242,19194.736,18958.681,19576.278,20143.297,20424.405,19760.791,18832.345,18681.051,19406.032,19253.234,18585.610,18733.824,18670.504,18717.869,18225.239,17671.721,18445.130,19095.181,18884.231,18929.486,18939.710,19053.391,18477.299,18467.514,18052.940,18486.159,19343.036,18161.305,17393.379,17159.113,17994.132,18270.285,17431.011,20717.747,18477.620,17920.052,18374.568,18366.582,19195.914,18641.313,18772.758,19451.283,18657.904,19561.753,18888.640,18688.312,18762.268,19647.353,19991.727,20058.797,20134.167,18931.609,19214.536,18720.538,20140.253,21079.817,22101.048,23005.848,21575.965,20508.798,21294.340,21821.619,21475.174,19688.382,20468.016,20302.519,20127.382,20547.717,21467.688,21075.421,21332.307,20451.537,22057.153,21575.476,20026.953,19819.001,20406.883,20121.673,20393.127,19930.075,20415.071,20470.818,21447.608,20482.352,20101.536,19868.458,19532.778,20457.889,20145.451,20954.590,21406.705,21240.586,21296.674,20933.326,20877.543,21788.020,21057.053,20831.041,22006.712,22120.077,21146.899,20332.775,21757.882,20984.915,21564.810,21767.658,20714.812,20753.180,20747.300,20237.345,20176.844,21054.165,20691.828,20487.981,21190.487,21113.591,20795.773,20665.031,21749.903,21294.596,21161.127,21273.840,21469.349,21752.638,21113.188,20777.182,21259.895,20262.374,20884.065,20532.818,20677.277,20367.811,21126.968,20742.244,20529.539,20396.783,20248.556,20255.813,21215.515,20313.104,20566.983,20608.136,21731.634,21330.109,21303.260,21073.398,22147.543
447,446,19433.099,19898.679,19779.158,19526.097,19188.760,18947.508,19520.805,20121.693,20488.900,19787.186,18842.422,18679.554,19370.511,19220.255,18595.002,18770.533,18702.724,18704.975,18282.742,17651.608,18515.217,19148.488,18876.156,18923.683,18916.131,19017.769,18536.337,18458.102,18063.283,18502.370,19358.524,18161.053,17402.798,17136.587,17980.466,18282.479,17423.385,20753.480,18510.688,17906.070,18376.979,18425.898,19183.019,18604.263,18790.574,19472.447,18654.827,19617.743,18861.529,18696.385,18806.685,19664.145,19978.856,20086.683,20167.060,18943.780,19197.408,18746.436,20214.807,21073.209,22146.059,22968.430,21577.978,20503.354,21277.071,21853.015,21451.591,19708.447,20552.442,20253.178,20150.608,20569.194,21499.506,21079.123,21324.489,20466.545,22092.756,21628.183,20004.336,19841.410,20359.403,20121.348,20428.435,19946.086,20386.984,20478.167,21451.883,20449.876,20117.187,19852.793,19519.527,20474.367,20138.359,20936.232,21403.211,21252.645,21330.831,20956.434,20884.735,21786.815,21042.283,20854.868,22012.538,22168.028,21153.791,20280.129,21766.661,21027.193,21594.127,21768.400,20731.647,20746.472,20742.190,20234.660,20141.968,21024.229,20705.545,20515.475,21183.668,21086.924,20782.969,20634.839,21768.794,21267.492,21178.351,21346.580,21462.892,21737.309,21114.516,20768.299,21336.205,20285.341,20892.593,20533.720,20697.945,20375.908,21150.335,20763.524,20541.378,20441.547,20263.324,20266.892,21208.111,20299.988,20586.359,20614.488,21734.929,21308.755,21329.254,21082.731,22149.176
448,447,19520.283,19937.030,19833.063,19559.313,19202.602,18967.555,19479.650,20140.169,20566.921,19773.738,18826.577,18684.627,19412.560,19220.986,18624.497,18821.272,18792.057,18730.303,18343.828,17671.045,18519.397,19229.472,18811.030,18980.926,18932.298,19018.524,18655.298,18518.463,18075.626,18555.497,19359.823,18196.459,17379.652,17156.602,17994.129,18297.507,17437.427,20748.907,18515.006,17931.676,18356.022,18435.625,19182.951,18615.600,18843.410,19505.838,18665.452,19636.189,18866.032,18678.069,18828.073,19660.911,20014.538,20103.013,20189.923,18971.466,19220.653,18798.725,20229.022,21047.265,22127.670,22940.413,21614.746,20533.087,21313.488,21901.933,21403.336,19706.776,20596.018,20229.014,20123.098,20577.724,21515.480,21067.101,21308.369,20505.272,22064.033,21681.396,20025.786,19840.460,20323.950,20146.360,20470.437,19976.281,20388.117,20476.652,21467.691,20448.403,20108.370,19800.086,19540.236,20522.265,20132.597,20922.161,21388.212,21238.122,21375.414,20925.782,20896.705,21812.286,20997.410,20865.641,22029.263,22222.907,21188.571,20282.302,21743.379,21066.611,21628.953,21780.134,20763.249,20761.177,20676.082,20249.152,20122.640,20955.112,20735.566,20501.504,21165.128,21076.541,20768.866,20641.906,21739.194,21253.871,21194.820,21382.258,21456.155,21724.104,21100.892,20772.567,21402.962,20266.197,20879.977,20523.541,20736.192,20411.536,21129.169,20755.700,20596.029,20440.860,20274.970,20286.846,21206.770,20297.156,20615.939,20655.318,21741.835,21256.503,21326.990,21039.715,22095.415
449,448,19580.902,19900.246,19871.315,19554.989,19205.110,18953.752,19455.709,20146.399,20546.453,19729.779,18813.321,18650.628,19393.265,19192.927,18623.114,18812.678,18857.830,18684.733,18333.212,17664.082,18511.026,19253.138,18832.273,19027.936,18914.852,19039.306,18720.681,18612.065,18070.377,18541.833,19419.140,18194.963,17367.776,17167.023,18032.340,18290.593,17453.941,20781.869,18552.121,17905.168,18380.752,18474.658,19206.670,18664.092,18862.465,19543.044,18696.513,19696.761,18833.033,18635.907,18865.749,19673.295,20053.529,20157.279,20201.028,18980.941,19196.204,18843.943,20240.364,21029.249,22144.310,22910.437,21634.119,20499.135,21357.343,21890.028,21400.438,19696.703,20663.272,20203.235,20150.092,20600.639,21535.516,21084.022,21303.899,20502.153,22036.305,21686.959,20025.033,19835.237,20287.756,20114.057,20508.865,20008.016,20383.595,20485.325,21509.861,20414.212,20106.193,19763.914,19546.604,20514.241,20131.875,20913.486,21327.258,21238.447,21371.062,20899.864,20905.629,21830.430,20953.013,20858.211,22040.429,22287.483,21214.045,20295.508,21744.278,21121.535,21639.820,21772.007,20803.932,20772.491,20661.727,20255.467,20137.713,20932.712,20753.112,20520.168,21164.021,21071.646,20784.540,20655.717,21765.398,21249.332,21190.255,21394.833,21426.549,21721.587,21074.341,20798.338,21469.255,20277.515,20871.414,20516.363,20716.387,20397.604,21143.931,20730.745,20642.328,20474.791,20289.829,20356.196,21207.508,20293.963,20667.152,20660.005,21746.795,21226.810,21317.330,21059.086,22074.226
450,449,19628.631,19882.375,19934.535,19552.606,19227.297,18960.589,19411.414,20205.982,20554.342,19664.588,18828.657,18655.246,19346.842,19190.029,18698.786,18829.131,18958.026,18613.233,18355.542,17684.270,18528.622,19263.916,18846.306,19018.695,18913.292,19101.284,18798.698,18642.580,18080.002,18565.643,19397.691,18187.792,17388.476,17239.071,18082.690,18292.767,17490.992,20748.232,18535.017,17923.747,18357.729,18524.047,19196.025,18674.686,18920.904,19585.444,18728.764,19736.147,18795.125,18634.136,18848.607,19688.562,20076.132,20181.542,20206.719,19006.404,19191.404,18886.511,20222.300,21030.234,22153.066,22886.269,21644.329,20485.731,21380.158,21900.558,21393.567,19703.462,20736.812,20142.841,20168.307,20627.780,21566.527,21088.870,21288.716,20533.158,22026.182,21682.136,20058.865,19857.475,20242.889,20108.927,20529.117,20027.493,20396.377,20475.008,21501.942,20426.624,20119.636,19778.516,19570.870,20491.605,20140.521,20922.167,21306.267,21289.580,21367.984,20884.408,20911.557,21815.140,20924.144,20859.975,22072.594,22346.491,21214.205,20290.124,21763.177,21122.620,21664.418,21763.308,20845.406,20777.094,20668.389,20286.129,20138.708,20895.826,20747.411,20508.995,21174.108,21029.189,20808.538,20653.934,21761.303,21226.868,21226.579,21410.905,21401.540,21729.380,21062.375,20830.545,21518.022,20292.116,20871.626,20536.379,20732.135,20434.315,21149.430,20763.447,20700.939,20515.269,20284.562,20387.622,21222.833,20304.947,20707.107,20690.057,21768.020,21188.933,21337.715,21067.503,22062.627
451,450,19626.703,19841.483,19965.610,19550.294,19249.299,18939.880,19406.958,20246.144,20497.022,19576.819,18823.881,18618.093,19308.868,19154.110,18710.306,18843.171,19026.114,18546.095,18356.463,17745.766,18546.524,19245.849,18889.152,19008.604,18960.253,19133.200,18817.603,18650.283,18065.981,18594.523,19401.416,18191.966,17396.130,17277.563,18100.647,18276.049,17489.427,20758.151,18529.036,17950.963,18364.885,18537.853,19212.720,18718.181,18971.934,19600.958,18767.702,19780.289,18789.014,18600.762,18847.604,19693.975,20162.655,20210.974,20224.231,19029.660,19205.913,18976.297,20197.774,21027.530,22141.671,22865.192,21663.920,20432.945,21424.929,21898.753,21361.117,19700.359,20799.138,20113.500,20203.269,20629.837,21594.026,21113.958,21296.597,20550.378,22034.422,21688.302,20104.957,19877.768,20203.983,20111.690,20557.273,20057.722,20394.017,20458.165,21513.067,20433.259,20098.967,19795.988,19595.004,20524.808,20149.642,20921.697,21271.087,21280.310,21353.894,20884.789,20946.088,21821.542,20914.820,20857.125,22080.408,22354.367,21285.733,20318.322,21747.814,21122.990,21682.541,21748.804,20883.225,20777.378,20657.726,20322.602,20155.633,20843.871,20795.518,20486.319,21200.186,20992.404,20836.125,20680.060,21772.048,21224.461,21228.625,21420.654,21387.794,21705.447,21048.425,20836.042,21529.075,20310.897,20863.398,20527.014,20739.945,20471.309,21149.915,20795.936,20740.035,20505.540,20233.043,20408.587,21206.628,20327.593,20743.040,20696.100,21777.480,21141.507,21351.404,21045.743,22042.074
452,451,19615.382,19875.436,20066.110,19562.656,19298.151,18960.016,19432.974,20259.789,20446.560,19495.371,18839.718,18630.217,19344.352,19159.507,18772.549,18885.759,19073.380,18515.856,18394.776,17817.529,18499.002,19239.910,18915.231,18960.550,19019.045,19209.534,18840.221,18640.922,18112.622,18627.919,19425.125,18192.883,17415.935,17286.737,18117.244,18286.948,17550.222,20742.643,18512.941,18009.621,18365.975,18582.870,19181.562,18689.361,19009.460,19638.040,18798.451,19825.746,18776.575,18628.910,18813.608,19735.933,20145.700,20254.730,20259.086,19047.702,19195.096,18976.012,20204.291,21041.547,22179.248,22853.299,21666.401,20405.179,21445.585,21932.376,21361.495,19714.630,20871.501,20072.059,20216.232,20640.224,21560.467,21135.805,21336.924,20528.594,22030.594,21690.913,20155.626,19868.238,20202.143,20153.964,20594.098,20056.308,20421.743,20457.593,21527.699,20425.981,20123.403,19851.183,19585.832,20525.701,20158.447,20924.139,21249.713,21286.148,21338.016,20878.389,21004.277,21824.516,20963.056,20836.547,22086.566,22386.126,21332.785,20333.721,21746.934,21117.519,21688.392,21754.846,20937.082,20800.535,20647.370,20314.441,20177.730,20838.870,20818.967,20512.295,21213.875,20956.890,20889.981,20720.239,21772.156,21231.898,21233.483,21424.986,21368.927,21727.663,21025.441,20839.088,21533.790,20352.871,20853.913,20565.444,20769.063,20481.404,21141.748,20815.279,20779.785,20537.720,20222.445,20423.898,21221.167,20336.164,20761.980,20690.544,21810.023,21095.985,21336.982,21074.878,21976.523
453,452,19577.413,19918.841,20166.844,19543.001,19328.828,18989.212,19485.987,20261.546,20397.094,19431.694,18845.404,18633.455,19379.716,19171.566,18789.798,18888.345,19105.031,18419.449,18401.468,17880.210,18480.953,19270.089,18968.004,18970.283,19073.307,19225.424,18831.955,18645.269,18138.427,18628.331,19489.818,18194.057,17420.828,17301.428,18136.818,18295.506,17584.293,20764.776,18516.449,18061.277,18377.621,18576.451,19178.840,18745.514,19056.555,19640.734,18827.939,19877.652,18763.784,18615.777,18814.732,19759.023,20226.141,20268.497,20211.304,19048.880,19238.812,19007.902,20188.762,21067.323,22158.650,22843.469,21663.166,20366.193,21485.637,21935.888,21356.113,19725.411,20935.965,20093.392,20235.810,20665.822,21554.395,21209.310,21369.414,20558.375,21997.813,21719.862,20122.170,19900.800,20198.662,20206.142,20621.386,20036.044,20420.432,20472.297,21541.264,20455.231,20128.423,19916.571,19630.576,20525.203,20176.965,20928.597,21241.754,21288.195,21367.651,20878.980,21042.837,21781.225,20955.314,20849.943,22093.298,22399.450,21352.958,20347.071,21736.064,21098.049,21678.797,21779.633,20961.139,20804.480,20671.165,20323.976,20182.983,20824.616,20802.657,20513.055,21248.003,20920.671,20933.444,20771.076,21793.056,21212.792,21260.542,21432.337,21395.332,21722.311,21045.913,20849.808,21552.400,20382.074,20857.411,20549.554,20848.154,20501.974,21154.413,20841.995,20800.186,20557.712,20221.711,20450.990,21205.082,20388.405,20777.470,20696.662,21814.935,21069.062,21341.995,21101.782,21943.382
